level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1014	833	-1	
2	1	1	0	0	0	0	31	987	773	-1	
3	1	1	1	0	0	0	31	983	198	-1	
4	1	1	1	1	0	0	31	982	40	-1	
5	1	1	1	1	1	0	39	110	29	95.142830	procure
5	1	1	1	1	2	134	41	79	20	96.908020	some
5	1	1	1	1	3	240	31	34	30	96.494362	of
5	1	1	1	1	4	301	32	92	30	96.521904	these
5	1	1	1	1	5	421	36	96	34	96.654243	parts
5	1	1	1	1	6	546	32	36	30	96.273819	in
5	1	1	1	1	7	609	33	81	31	96.273819	time
5	1	1	1	1	8	718	36	35	27	96.383690	to
5	1	1	1	1	9	782	33	39	31	96.770561	be
5	1	1	1	1	10	850	33	37	30	95.750000	of
5	1	1	1	1	11	915	43	67	28	95.970894	any
4	1	1	1	2	0	0	83	983	42	-1	
5	1	1	1	2	1	0	83	142	31	96.380806	assistance
5	1	1	1	2	2	166	84	27	30	96.717049	in
5	1	1	1	2	3	218	84	54	31	95.744560	the
5	1	1	1	2	4	297	85	163	39	95.657242	assembly
5	1	1	1	2	5	487	86	76	38	95.657242	and,
5	1	1	1	2	6	589	86	181	39	96.154106	therefore,
5	1	1	1	2	7	797	97	20	20	96.154106	a
5	1	1	1	2	8	840	87	143	30	96.399689	number
4	1	1	1	3	0	0	136	983	43	-1	
5	1	1	1	3	1	0	136	25	31	91.679718	of
5	1	1	1	3	2	39	140	77	35	96.074348	parts
5	1	1	1	3	3	133	148	77	21	96.864922	were
5	1	1	1	3	4	228	138	261	32	96.108543	manufactured
5	1	1	1	3	5	509	139	78	32	96.804253	here
5	1	1	1	3	6	608	143	34	27	96.518288	to
5	1	1	1	3	7	663	143	143	35	95.859413	prevent
5	1	1	1	3	8	828	140	99	39	96.183365	delay
5	1	1	1	3	9	948	140	35	31	95.702896	in
4	1	1	1	4	0	0	191	171	38	-1	
5	1	1	1	4	1	0	191	171	38	96.167503	production.
3	1	1	2	0	0	0	244	986	350	-1	
4	1	1	2	1	0	30	244	954	42	-1	
5	1	1	2	1	1	30	244	25	31	73.896660	It
5	1	1	2	1	2	80	254	58	21	96.093239	was
5	1	1	2	1	3	166	255	169	29	95.932571	necessary
5	1	1	2	1	4	366	249	33	27	95.942459	to
5	1	1	2	1	5	433	246	165	38	95.879349	purchase
5	1	1	2	1	6	631	247	97	38	95.879349	bolts,
5	1	1	2	1	7	762	247	114	39	96.554649	rivets,
5	1	1	2	1	8	909	247	75	31	95.111938	lock
4	1	1	2	2	0	0	296	984	43	-1	
5	1	1	2	2	1	0	296	119	40	96.958138	washers,
5	1	1	2	2	2	137	298	72	38	96.585709	pipe
5	1	1	2	2	3	226	298	138	39	94.871864	fittings,
5	1	1	2	2	4	386	300	98	37	96.863419	angle
5	1	1	2	2	5	503	299	84	39	96.587608	iron,
5	1	1	2	2	6	608	310	134	29	96.372261	gauges,
5	1	1	2	2	7	762	300	132	39	96.705170	tubing,
5	1	1	2	2	8	915	311	69	20	96.693741	raw
4	1	1	2	3	0	0	350	983	42	-1	
5	1	1	2	3	1	0	350	120	31	96.544731	material
5	1	1	2	3	2	135	351	61	31	96.626053	and
5	1	1	2	3	3	209	362	178	20	96.613174	numerous
5	1	1	2	3	4	404	352	95	31	96.873634	other
5	1	1	2	3	5	515	352	97	31	96.245064	items
5	1	1	2	3	6	627	353	36	30	96.245064	in
5	1	1	2	3	7	679	353	93	39	96.570801	large
5	1	1	2	3	8	789	354	194	38	96.334732	quantities.
4	1	1	2	4	0	0	403	985	36	-1	
5	1	1	2	4	1	0	403	50	32	95.702202	The
5	1	1	2	4	2	63	403	90	32	95.966064	rivets
5	1	1	2	4	3	168	405	77	30	96.625664	used
5	1	1	2	4	4	262	404	34	30	95.653870	in
5	1	1	2	4	5	313	408	85	28	95.653870	most
5	1	1	2	4	6	417	405	36	31	96.249290	of
5	1	1	2	4	7	469	405	57	31	96.652985	the
5	1	1	2	4	8	544	406	190	31	96.697502	assemblies
5	1	1	2	4	9	752	417	86	21	96.105522	were
5	1	1	2	4	10	857	417	42	21	96.105522	an
5	1	1	2	4	11	918	408	67	31	96.853813	odd
4	1	1	2	5	0	0	456	986	42	-1	
5	1	1	2	5	1	0	456	53	39	86.190994	size,
5	1	1	2	5	2	68	460	50	28	88.654800	not
5	1	1	2	5	3	135	457	32	30	70.840988	In
5	1	1	2	5	4	185	468	145	20	96.474533	common
5	1	1	2	5	5	349	469	58	21	96.346283	use
5	1	1	2	5	6	427	459	35	30	96.858490	in
5	1	1	2	5	7	481	459	68	31	95.572250	this
5	1	1	2	5	8	569	463	154	35	95.379753	country,
5	1	1	2	5	9	745	461	68	36	96.696899	and
5	1	1	2	5	10	833	461	27	31	95.766190	it
5	1	1	2	5	11	878	471	69	21	95.766190	was
