level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	481	2148	-1	
2	1	1	0	0	0	10	6	471	2119	-1	
3	1	1	1	0	0	10	6	462	447	-1	
4	1	1	1	1	0	10	6	458	39	-1	
5	1	1	1	1	1	10	9	112	30	96.314522	allows
5	1	1	1	1	2	149	8	54	30	96.575874	for
5	1	1	1	1	3	231	7	109	38	92.902489	ample
5	1	1	1	1	4	367	6	101	30	90.100822	cruis-
4	1	1	1	2	0	16	59	452	39	-1	
5	1	1	1	2	1	16	62	55	36	55.007915	ine
5	1	1	1	2	2	103	70	112	27	95.320251	range.
5	1	1	1	2	3	264	59	69	34	93.272392	The
5	1	1	1	2	4	365	61	103	28	91.183479	cater-
4	1	1	1	3	0	10	110	459	40	-1	
5	1	1	1	3	1	10	113	101	37	88.134041	pillar
5	1	1	1	3	2	157	112	132	29	93.827103	feature
5	1	1	1	3	3	333	111	36	29	65.009537	in
5	1	1	1	3	4	412	110	57	30	92.523422	the
4	1	1	1	4	0	10	162	460	43	-1	
5	1	1	1	4	1	10	165	82	29	96.094978	tank
5	1	1	1	4	2	113	164	27	29	96.841690	is
5	1	1	1	4	3	161	174	34	19	96.955505	so
5	1	1	1	4	4	217	163	158	42	96.418427	designed
5	1	1	1	4	5	390	162	80	30	87.238739	that
4	1	1	1	5	0	11	214	459	39	-1	
5	1	1	1	5	1	11	226	42	19	96.703659	no
5	1	1	1	5	2	77	219	77	34	96.070213	part
5	1	1	1	5	3	178	215	37	30	95.782616	of
5	1	1	1	5	4	235	215	56	30	95.782616	the
5	1	1	1	5	5	313	214	83	30	93.301323	tank
5	1	1	1	5	6	419	224	51	20	92.894638	ex-
4	1	1	1	6	0	11	266	459	32	-1	
5	1	1	1	6	1	11	268	98	30	96.731544	tends
5	1	1	1	6	2	130	271	34	26	96.447029	to
5	1	1	1	6	3	186	267	55	30	96.852325	the
5	1	1	1	6	4	263	266	94	30	95.980034	front
5	1	1	1	6	5	380	276	36	19	96.729752	or
5	1	1	1	6	6	437	269	33	26	96.959930	to
4	1	1	1	7	0	11	318	461	38	-1	
5	1	1	1	7	1	11	320	56	30	94.453293	the
5	1	1	1	7	2	114	329	75	20	94.453293	rear
5	1	1	1	7	3	237	319	132	37	92.762756	beyond
5	1	1	1	7	4	415	318	57	30	92.762756	the
4	1	1	1	8	0	12	370	459	39	-1	
5	1	1	1	8	1	12	372	122	37	96.553146	treads,
5	1	1	1	8	2	154	371	136	37	94.536530	making
5	1	1	1	8	3	308	370	26	30	95.611244	it
5	1	1	1	8	4	354	370	117	30	96.381218	almost
4	1	1	1	9	0	12	423	231	30	-1	
5	1	1	1	9	1	12	423	231	30	92.284882	nonstallable.
3	1	1	2	0	0	14	482	463	395	-1	
4	1	1	2	1	0	50	482	422	38	-1	
5	1	1	2	1	1	50	484	67	29	96.387169	The
5	1	1	2	1	2	134	483	81	37	95.901741	hull,
5	1	1	2	1	3	232	482	107	31	96.774796	which
5	1	1	2	1	4	356	482	27	30	93.295807	is
5	1	1	2	1	5	399	491	73	21	91.579041	con-
4	1	1	2	2	0	14	534	458	38	-1	
5	1	1	2	2	1	14	536	150	30	68.946426	structed
5	1	1	2	2	2	186	535	36	30	96.243675	of
5	1	1	2	2	3	242	544	110	21	96.286850	armor
5	1	1	2	2	4	372	534	100	38	96.678345	plate,
4	1	1	2	3	0	18	586	456	39	-1	
5	1	1	2	3	1	18	588	97	37	96.568939	angle
5	1	1	2	3	2	146	587	84	38	96.570953	iron,
5	1	1	2	3	3	263	586	81	31	91.453644	steel
5	1	1	2	3	4	376	586	98	30	91.453644	chan-
4	1	1	2	4	0	15	638	460	39	-1	
5	1	1	2	4	1	15	640	80	37	91.459534	nels,
5	1	1	2	4	2	129	643	70	34	85.611496	ete.,
5	1	1	2	4	3	232	638	156	38	94.766594	provides
5	1	1	2	4	4	419	638	56	30	96.030807	the
4	1	1	2	5	0	17	689	459	38	-1	
5	1	1	2	5	1	17	691	200	30	96.477524	framework
5	1	1	2	5	2	240	690	54	30	96.845749	for
5	1	1	2	5	3	317	689	159	38	90.802757	carrying
4	1	1	2	6	0	16	741	459	39	-1	
5	1	1	2	6	1	16	743	56	30	96.652901	the
5	1	1	2	6	2	89	742	127	38	95.983475	engine,
5	1	1	2	6	3	233	741	242	37	96.391846	transmission,
4	1	1	2	7	0	17	793	460	39	-1	
5	1	1	2	7	1	17	795	144	37	93.965797	fighting
5	1	1	2	7	2	189	794	193	38	93.965797	equipment
5	1	1	2	7	3	410	793	67	30	96.207710	and
4	1	1	2	8	0	17	847	204	30	-1	
5	1	1	2	8	1	17	847	204	30	91.594269	accessories.
3	1	1	3	0	0	19	898	462	1227	-1	
4	1	1	3	1	0	63	898	414	33	-1	
5	1	1	3	1	1	63	902	105	29	96.379356	There
5	1	1	3	1	2	193	910	85	20	96.386887	were
5	1	1	3	1	3	302	909	43	20	92.812309	no
5	1	1	3	1	4	369	898	108	31	91.546394	build-
4	1	1	3	2	0	19	950	459	41	-1	
5	1	1	3	2	1	19	954	74	37	85.055740	ines
5	1	1	3	2	2	114	957	33	26	95.666969	at
5	1	1	3	2	3	168	952	91	30	94.630516	Rock
5	1	1	3	2	4	279	951	116	30	93.279976	Island
5	1	1	3	2	5	415	950	63	29	91.462959	Ar-
4	1	1	3	3	0	19	1002	459	40	-1	
5	1	1	3	3	1	19	1005	92	30	92.064774	senal
5	1	1	3	3	2	141	1004	160	38	96.173256	specially
5	1	1	3	3	3	333	1002	145	37	96.781715	adapted
4	1	1	3	4	0	20	1053	459	39	-1	
5	1	1	3	4	1	20	1057	54	30	96.788971	for
5	1	1	3	4	2	97	1056	57	31	96.338097	the
5	1	1	3	4	3	179	1055	163	37	96.338097	assembly
5	1	1	3	4	4	365	1053	36	31	96.978409	of
5	1	1	3	4	5	422	1054	57	30	96.755814	the
4	1	1	3	5	0	22	1107	458	32	-1	
5	1	1	3	5	1	22	1109	97	30	96.368713	Mark
5	1	1	3	5	2	147	1108	88	30	91.580276	VIII
5	1	1	3	5	3	264	1107	99	31	96.367249	tanks
5	1	1	3	5	4	391	1116	42	20	95.283104	on
5	1	1	3	5	5	461	1115	19	21	95.775902	a
4	1	1	3	6	0	25	1158	455	41	-1	
5	1	1	3	6	1	25	1160	203	39	95.840408	production
5	1	1	3	6	2	259	1159	97	30	95.664871	basis.
5	1	1	3	6	3	412	1158	68	30	86.433098	The
4	1	1	3	7	0	21	1209	460	40	-1	
5	1	1	3	7	1	21	1222	173	25	91.766235	craneway
5	1	1	3	7	2	214	1211	36	31	96.276924	of
5	1	1	3	7	3	272	1211	89	38	92.770767	Shop
5	1	1	3	7	4	383	1211	36	29	92.770767	M
5	1	1	3	7	5	446	1209	35	38	96.265442	(a
4	1	1	3	8	0	22	1263	459	37	-1	
5	1	1	3	8	1	22	1265	87	30	95.897621	clear
5	1	1	3	8	2	129	1263	163	37	96.390640	assembly
5	1	1	3	8	3	309	1272	98	28	92.081703	space
5	1	1	3	8	4	425	1271	56	28	92.081703	ap-
4	1	1	3	9	0	23	1313	458	41	-1	
5	1	1	3	9	1	23	1315	224	39	96.353882	proximately
5	1	1	3	9	2	278	1315	39	29	96.835304	60
5	1	1	3	9	3	346	1314	44	37	95.557861	by
5	1	1	3	9	4	421	1313	60	30	95.557861	500
4	1	1	3	10	0	23	1366	458	40	-1	
5	1	1	3	10	1	23	1368	84	38	95.824806	feet)
5	1	1	3	10	2	132	1367	169	38	96.336098	equipped
5	1	1	3	10	3	317	1366	83	30	96.732140	with
5	1	1	3	10	4	416	1368	65	28	96.885796	two
4	1	1	3	11	0	24	1418	457	39	-1	
5	1	1	3	11	1	24	1421	110	29	85.192223	15-ton
5	1	1	3	11	2	165	1426	125	31	30.001915	eraries,
5	1	1	3	11	3	319	1418	162	38	96.431923	provided
4	1	1	3	12	0	24	1470	457	42	-1	
5	1	1	3	12	1	24	1473	56	29	96.985336	the
5	1	1	3	12	2	111	1472	70	30	95.849762	best
5	1	1	3	12	3	214	1481	97	27	96.688995	space
5	1	1	3	12	4	342	1470	54	42	94.413277	for
5	1	1	3	12	5	427	1470	54	29	94.413277	the
4	1	1	3	13	0	23	1521	458	39	-1	
5	1	1	3	13	1	23	1524	72	29	95.208321	hull
5	1	1	3	13	2	124	1523	172	37	95.221970	assembly.
5	1	1	3	13	3	347	1522	41	29	81.854477	In
5	1	1	3	13	4	415	1521	66	30	96.008430	this
4	1	1	3	14	0	24	1573	457	39	-1	
5	1	1	3	14	1	24	1585	96	27	96.603600	space
5	1	1	3	14	2	144	1575	26	29	96.090286	it
5	1	1	3	14	3	194	1584	66	20	96.730499	was
5	1	1	3	14	4	283	1573	143	38	95.818634	possible
5	1	1	3	14	5	448	1576	33	27	95.818634	to
4	1	1	3	15	0	25	1625	456	38	-1	
5	1	1	3	15	1	25	1628	89	29	96.491859	work
5	1	1	3	15	2	142	1637	42	19	96.410164	on
5	1	1	3	15	3	214	1625	267	38	95.982346	approximately
4	1	1	3	16	0	25	1677	456	32	-1	
5	1	1	3	16	1	25	1680	38	29	94.782425	30
5	1	1	3	16	2	97	1679	100	30	95.021606	tanks
5	1	1	3	16	3	231	1681	34	27	94.923424	at
