level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	125	2410	-1	
2	1	1	0	0	0	5	52	120	2199	-1	
3	1	1	1	0	0	12	87	113	2164	-1	
4	1	1	1	1	0	50	87	34	26	-1	
5	1	1	1	1	1	50	87	34	26	96.976875	98
4	1	1	1	2	0	54	128	34	26	-1	
5	1	1	1	2	1	54	128	34	26	96.576324	79
4	1	1	1	3	0	54	169	33	26	-1	
5	1	1	1	3	1	54	169	33	26	96.703880	83
4	1	1	1	4	0	53	210	34	27	-1	
5	1	1	1	4	1	53	210	34	27	95.575394	89
4	1	1	1	5	0	52	252	34	26	-1	
5	1	1	1	5	1	52	252	34	26	96.423210	65
4	1	1	1	6	0	53	297	34	25	-1	
5	1	1	1	6	1	53	297	34	25	96.948402	67
4	1	1	1	7	0	52	338	34	25	-1	
5	1	1	1	7	1	52	338	34	25	96.504227	39
4	1	1	1	8	0	55	380	31	24	-1	
5	1	1	1	8	1	55	380	31	24	96.976379	14
4	1	1	1	9	0	36	419	51	27	-1	
5	1	1	1	9	1	36	419	51	27	96.489777	130
4	1	1	1	10	0	36	461	51	26	-1	
5	1	1	1	10	1	36	461	51	26	96.136070	134
4	1	1	1	11	0	54	503	31	25	-1	
5	1	1	1	11	1	54	503	31	25	95.316208	15
4	1	1	1	12	0	34	544	50	25	-1	
5	1	1	1	12	1	34	544	50	25	96.421494	126
4	1	1	1	13	0	35	585	51	26	-1	
5	1	1	1	13	1	35	585	51	26	96.670235	120
4	1	1	1	14	0	50	626	32	24	-1	
5	1	1	1	14	1	50	626	32	24	96.254784	31
4	1	1	1	15	0	48	666	33	26	-1	
5	1	1	1	15	1	48	666	33	26	96.437408	81
4	1	1	1	16	0	33	707	50	26	-1	
5	1	1	1	16	1	33	707	50	26	96.324821	100
4	1	1	1	17	0	32	749	50	25	-1	
5	1	1	1	17	1	32	749	50	25	96.585457	126
4	1	1	1	18	0	33	791	50	24	-1	
5	1	1	1	18	1	33	791	50	24	96.084175	132
4	1	1	1	19	0	32	832	50	25	-1	
5	1	1	1	19	1	32	832	50	25	93.883942	137
4	1	1	1	20	0	32	871	49	25	-1	
5	1	1	1	20	1	32	871	49	25	96.566185	137
4	1	1	1	21	0	46	970	33	24	-1	
5	1	1	1	21	1	46	970	33	24	96.874550	63
4	1	1	1	22	0	30	1011	50	25	-1	
5	1	1	1	22	1	30	1011	50	25	91.939835	160
4	1	1	1	23	0	31	1052	49	25	-1	
5	1	1	1	23	1	31	1052	49	25	96.776901	160
4	1	1	1	24	0	30	1094	50	24	-1	
5	1	1	1	24	1	30	1094	50	24	93.369247	103
4	1	1	1	25	0	30	1134	49	25	-1	
5	1	1	1	25	1	30	1134	49	25	96.973175	101
4	1	1	1	26	0	47	1176	33	24	-1	
5	1	1	1	26	1	47	1176	33	24	95.855431	57
4	1	1	1	27	0	31	1217	49	24	-1	
5	1	1	1	27	1	31	1217	49	24	95.159286	110
4	1	1	1	28	0	46	1258	79	24	-1	
5	1	1	1	28	1	46	1258	79	24	0.000000	51
4	1	1	1	29	0	45	1299	34	25	-1	
5	1	1	1	29	1	45	1299	34	25	95.989632	98
4	1	1	1	30	0	44	1341	33	24	-1	
5	1	1	1	30	1	44	1341	33	24	96.767303	61
4	1	1	1	31	0	47	1382	31	25	-1	
5	1	1	1	31	1	47	1382	31	25	96.565788	17
4	1	1	1	32	0	46	1464	34	25	-1	
5	1	1	1	32	1	46	1464	34	25	96.768417	63
4	1	1	1	33	0	45	1504	34	26	-1	
5	1	1	1	33	1	45	1504	34	26	96.084900	57
4	1	1	1	34	0	44	1544	34	26	-1	
5	1	1	1	34	1	44	1544	34	26	94.532372	45
4	1	1	1	35	0	43	1587	35	24	-1	
5	1	1	1	35	1	43	1587	35	24	96.797249	45
4	1	1	1	36	0	28	1628	50	25	-1	
5	1	1	1	36	1	28	1628	50	25	96.716614	120
4	1	1	1	37	0	46	1669	31	25	-1	
5	1	1	1	37	1	46	1669	31	25	96.617989	18
4	1	1	1	38	0	29	1710	48	26	-1	
5	1	1	1	38	1	29	1710	48	26	95.469208	127
4	1	1	1	39	0	28	1752	49	25	-1	
5	1	1	1	39	1	28	1752	49	25	96.839561	127
4	1	1	1	40	0	27	1790	50	28	-1	
5	1	1	1	40	1	27	1790	50	28	96.542595	119
4	1	1	1	41	0	43	1833	33	25	-1	
5	1	1	1	41	1	43	1833	33	25	96.814827	63
4	1	1	1	42	0	27	1874	48	27	-1	
5	1	1	1	42	1	27	1874	48	27	96.298790	177
4	1	1	1	43	0	39	2021	33	26	-1	
5	1	1	1	43	1	39	2021	33	26	96.777237	24
4	1	1	1	44	0	12	2062	62	28	-1	
5	1	1	1	44	1	12	2062	62	28	75.071777	176
4	1	1	1	45	0	39	2101	34	27	-1	
5	1	1	1	45	1	39	2101	34	27	96.903694	98
4	1	1	1	46	0	40	2143	33	26	-1	
5	1	1	1	46	1	40	2143	33	26	96.843102	22
4	1	1	1	47	0	41	2184	33	26	-1	
5	1	1	1	47	1	41	2184	33	26	96.909622	22
4	1	1	1	48	0	41	2224	32	27	-1	
5	1	1	1	48	1	41	2224	32	27	95.814522	51
