level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	130	2410	-1	
2	1	1	0	0	0	4	67	84	2280	-1	
3	1	1	1	0	0	4	103	84	2244	-1	
4	1	1	1	1	0	39	103	49	29	-1	
5	1	1	1	1	1	39	103	49	29	89.713470	142
4	1	1	1	2	0	38	144	49	29	-1	
5	1	1	1	2	1	38	144	49	29	84.740540	142
4	1	1	1	3	0	56	187	31	28	-1	
5	1	1	1	3	1	56	187	31	28	96.516792	17
4	1	1	1	4	0	53	229	33	27	-1	
5	1	1	1	4	1	53	229	33	27	96.492416	57
4	1	1	1	5	0	36	269	49	29	-1	
5	1	1	1	5	1	36	269	49	29	96.908173	165
4	1	1	1	6	0	54	313	31	27	-1	
5	1	1	1	6	1	54	313	31	27	96.909973	16
4	1	1	1	7	0	51	354	32	27	-1	
5	1	1	1	7	1	51	354	32	27	95.281357	38
4	1	1	1	8	0	34	395	50	28	-1	
5	1	1	1	8	1	34	395	50	28	96.964615	150
4	1	1	1	9	0	34	436	47	28	-1	
5	1	1	1	9	1	34	436	47	28	96.769775	151
4	1	1	1	10	0	32	478	48	28	-1	
5	1	1	1	10	1	32	478	48	28	64.337090	151
4	1	1	1	11	0	32	520	50	28	-1	
5	1	1	1	11	1	32	520	50	28	96.750679	154
4	1	1	1	12	0	31	562	50	27	-1	
5	1	1	1	12	1	31	562	50	27	96.676743	142
4	1	1	1	13	0	30	604	49	27	-1	
5	1	1	1	13	1	30	604	49	27	96.989723	158
4	1	1	1	14	0	30	645	50	27	-1	
5	1	1	1	14	1	30	645	50	27	95.889488	106
4	1	1	1	15	0	29	687	48	27	-1	
5	1	1	1	15	1	29	687	48	27	96.802536	101
4	1	1	1	16	0	44	730	32	25	-1	
5	1	1	1	16	1	44	730	32	25	95.780663	81
4	1	1	1	17	0	43	770	34	27	-1	
5	1	1	1	17	1	43	770	34	27	96.768875	70
4	1	1	1	18	0	43	813	34	25	-1	
5	1	1	1	18	1	43	813	34	25	96.324608	57
4	1	1	1	19	0	42	855	34	25	-1	
5	1	1	1	19	1	42	855	34	25	73.294411	47
4	1	1	1	20	0	42	897	32	25	-1	
5	1	1	1	20	1	42	897	32	25	95.410812	31
4	1	1	1	21	0	43	938	32	25	-1	
